date,rank_ic,ic,top_bottom_spread,top_return,signal_coverage
2020-01-02,0.0,0.001670892942480586,0.0019715533894486548,0.003600278530215828,0.0
2020-01-03,0.19999999999999998,0.9874166361469939,0.034453844093289554,0.035219493408765845,1.0
2020-01-06,0.6000000000000001,0.7067732530594576,0.002444766805400733,-0.0013087371759412658,0.75
2020-01-07,0.7999999999999999,0.9970446371469762,0.020012774324493776,0.023752171307235947,0.0
2020-01-08,0.39999999999999997,0.6222211676662716,0.010100058596561934,0.009241467583764651,1.0
2020-01-09,1.0,0.9440141814257608,0.0032795200281314774,0.008087488822632993,0.75
2020-01-10,0.7999999999999999,0.8002247874479704,0.005883073759426871,0.004858597321082403,0.5
2020-01-13,0.39999999999999997,0.9946054735497355,0.027701145467650123,0.030015114888974237,0.0
2020-01-14,0.19999999999999998,0.9990789944395045,0.03628859225361225,0.03842595655985814,0.0
2020-01-15,1.0,0.9742284228890251,0.018191712545778005,0.003327614522501854,0.5
2020-01-16,0.0,-0.4540575485838452,0.0028273884939737925,0.002569055883951732,0.0
2020-01-17,0.7999999999999999,0.8688271599581977,0.019987929823800155,0.006179867508030901,0.5
2020-01-21,1.0,0.9971782417435059,0.04351923425851001,0.041850713923977545,0.25
2020-01-22,0.7999999999999999,0.9999620081029009,0.0397152433439536,0.04228329704167866,0.25
2020-01-23,-0.39999999999999997,-0.9543971172276842,-0.011803067110393362,-0.007180199791302688,0.5
2020-01-24,-0.7999999999999999,-0.9789062053179493,-0.008219736600263539,-0.004914330867896166,0.5
2020-01-27,-0.19999999999999998,-0.9854042259724365,-0.014501809206088567,-0.022960954749402962,0.5
2020-01-28,0.39999999999999997,0.20324339683966175,0.00482270482257996,0.0069919401746028065,0.25
2020-01-29,0.7999999999999999,0.724649545718767,0.010017749495418116,0.010947365057763614,0.5
2020-01-30,0.7999999999999999,0.9333967649093594,0.10023734256454009,0.09544066550912633,0.0
2020-01-31,0.7999999999999999,0.5449944409491437,0.007813678885745357,0.0008111278501199415,0.0
2020-02-03,1.0,0.8598279345258008,0.052371170080050655,0.03050277823424441,0.75
2020-02-04,0.7999999999999999,0.9334912436754668,0.15095983380207967,0.11981308725813,0.0
2020-02-05,1.0,0.9980026627584905,0.09363076539142046,0.011952737336390129,0.0
2020-02-06,0.7999999999999999,0.11663306734065812,0.002463592822457894,0.0027932551545490902,0.0
2020-02-07,1.0,0.77966001029207,0.020333080894616606,-0.0007743924656863355,0.5
2020-02-10,0.7999999999999999,0.9660547853277064,0.08769815130740677,0.07233852719418354,0.75
2020-02-11,0.19999999999999998,0.12005123985455826,0.006284088805696864,-0.001366485348654356,0.0
2020-02-12,-0.39999999999999997,0.3045863919213555,-0.0003612258903864518,0.0011367792141545596,0.75
2020-02-13,-1.0,-0.9924523075942496,-0.027485888027487082,-0.028545283577219638,0.25
2020-02-14,0.19999999999999998,0.9122983100142562,0.01836661075907431,-0.0038390929917722083,0.5
2020-02-18,1.0,0.9571918665472331,0.08147283526889071,0.055189183161373556,0.5
2020-02-19,0.39999999999999997,0.9983424138546533,0.07140571388107086,0.07269085870600822,0.25
2020-02-20,0.19999999999999998,0.25317775435137974,0.002119420854995502,-0.0020695588221271155,0.0
2020-02-21,0.39999999999999997,0.9768317513009225,0.01519461392533672,0.012808982657955714,0.0
2020-02-24,0.7999999999999999,0.8397767984328184,0.028090028267377054,-0.009716024459986206,0.25
2020-02-25,0.19999999999999998,-0.44894419683996506,0.0011271678736721746,0.014654857164259516,0.5
2020-02-26,0.39999999999999997,0.6585523564105265,0.016384484117707543,-0.010274054990721426,0.25
2020-02-27,1.0,0.9749760339232457,0.040128527291954263,-0.0031418429130147807,0.5
2020-02-28,0.7999999999999999,0.8044846475017957,0.036129416561548666,-0.006864922185948696,0.0
2020-03-02,0.39999999999999997,0.8164991916708065,0.04440728329478549,0.05819442156072352,0.0
2020-03-03,0.7999999999999999,0.5219584470951877,0.07669683343547185,0.08121564950045568,0.5
2020-03-04,-0.7999999999999999,-0.6574388906408988,-0.008870440077968667,-0.003706640574687281,0.25
2020-03-05,0.39999999999999997,-0.1321504598617603,0.002244162556842122,0.0013380518390667673,0.5
2020-03-06,0.39999999999999997,0.12794301675763398,0.013589377453920526,-0.0033013073211511923,0.0
2020-03-09,1.0,0.7810035674805026,0.07401477635464626,0.009076822754364833,1.0
2020-03-10,-0.39999999999999997,-0.7035420375929705,-0.03452906244507048,0.012098963747226854,0.0
2020-03-11,0.39999999999999997,0.36733776606567375,0.015602634756747391,0.018817124676958397,0.0
2020-03-12,-0.39999999999999997,-0.7163292203056754,-0.013339925647045114,-0.01718264699841876,0.0
2020-03-13,-0.6000000000000001,-0.023072630491454575,-0.000764316898496098,0.0003168160050042168,0.0
2020-03-16,-0.7999999999999999,-0.9108644555918055,-0.026919812288253464,-0.025096921717625897,0.5
2020-03-17,0.7999999999999999,0.9323753305308614,0.04518972972994273,0.012182249842707105,0.0
2020-03-18,1.0,0.9807949980164812,0.04400168820644845,0.013699021405841005,0.0
2020-03-19,0.39999999999999997,0.5934300859881948,0.03439908195869368,0.04044296640369205,1.0
2020-03-20,1.0,0.9553635837453377,0.014888987026381972,0.0162948476167184,0.0
2020-03-23,0.39999999999999997,0.9009953990790819,0.016673353937046942,0.016863928424248886,0.5
2020-03-24,0.39999999999999997,0.9664441965810121,0.0455966323433985,0.04758865587426886,0.75
2020-03-25,0.7999999999999999,0.9796815490677191,0.08450814494612524,0.07262905625319394,0.0
2020-03-26,-0.7999999999999999,-0.728738040755868,-0.005021578738391597,-0.0009886009289181708,0.5
2020-03-27,-0.7999999999999999,-0.9189616221986407,-0.015921283783533968,-0.013490405542922468,0.0
2020-03-30,0.7999999999999999,0.8563972956343602,0.026274414818169056,0.009306392927018958,0.0
2020-03-31,0.19999999999999998,0.08643390998951815,0.003427544144907535,0.0024133354448442335,0.25
2020-04-01,0.7999999999999999,0.7430269100069108,0.008303027337713265,0.00803997994801764,0.0
2020-04-02,-0.7999999999999999,-0.8512802785790432,-0.0012655194910725642,0.0015339671470949723,0.25
2020-04-03,1.0,0.7110642990731698,0.1297824247817454,0.12533503177802507,0.0
2020-04-06,-0.19999999999999998,-0.4322446758036615,-0.022788374954142876,0.0033079879968258563,0.0
2020-04-07,0.19999999999999998,0.8287828364103993,0.023973564949465453,0.020408780254387526,0.0
2020-04-08,-0.39999999999999997,-0.24345496473265185,-0.003283033531738866,0.002084773130556661,0.0
2020-04-09,0.0,0.20419055789422008,-0.0006219681865338167,-0.003692074760581976,0.0
2020-04-13,1.0,0.997965899509798,0.03473144889563029,0.03375786928448443,0.25
2020-04-14,0.39999999999999997,0.34235761894807404,0.0033351144524189635,0.005122324604645234,0.0
2020-04-15,0.19999999999999998,0.9958453340165108,0.05962499719815373,0.06714998475179124,0.25
2020-04-16,0.7999999999999999,0.3491925596725147,0.0062533365846311195,0.009075316390847243,0.0
2020-04-17,0.39999999999999997,0.4441460818816202,0.02627746564377731,-0.003199601525073703,0.5
2020-04-20,-0.39999999999999997,-0.8630302049077901,-0.010957697587525517,-0.014047992396790998,0.0
2020-04-21,0.7999999999999999,0.917820874175064,0.019411752039583674,0.01491194226143533,0.0
2020-04-22,0.7999999999999999,0.8055390083730312,0.0056086934080616935,0.005686249213711081,0.0
2020-04-23,1.0,0.9872692149355546,0.011985042650199729,0.0008445266344963009,0.0
2020-04-24,0.7999999999999999,0.8044686558337928,0.020610636611271604,0.0019777262349116587,0.0
2020-04-27,0.39999999999999997,0.5668942135685685,0.005119389068496405,0.00958467227097115,0.0
2020-04-28,0.19999999999999998,0.8336280042782226,0.010638539804742941,-0.007085378342978954,0.0
2020-04-29,0.39999999999999997,0.8953969831426292,0.06912185236572732,0.07089934481657778,0.0
2020-04-30,-0.7999999999999999,-0.48317943341893327,-0.06055625524925823,0.01286604077429665,0.0
2020-05-01,0.39999999999999997,0.8744649679600628,0.015350698730339563,-0.0012298029605731786,0.25
2020-05-04,0.39999999999999997,0.6188804814958319,0.0065199684431610505,0.006793010666258148,0.0
2020-05-05,-0.39999999999999997,-0.5194995705446996,-0.026536396440586696,0.00021013426159188775,0.0
2020-05-06,0.7999999999999999,0.8674706120541164,0.003089152684446539,0.003281654844335291,0.0
2020-05-07,0.7999999999999999,0.8918081357946696,0.01866484994791573,-0.0005102056241439445,0.0
2020-05-08,0.19999999999999998,0.9212891210981364,0.008443457658577014,0.005748189843610474,0.0
2020-05-11,0.7999999999999999,0.5333701595412231,0.028735354699210514,0.0006353428971075381,0.0
2020-05-12,0.6000000000000001,0.4174940528258708,0.005653248164356972,0.004541737230271847,0.0
2020-05-13,-0.39999999999999997,-0.8603571305538602,-0.011732787735344585,0.004504194598020095,0.0
2020-05-14,-0.7999999999999999,-0.8587751591177631,-0.00287272152264495,-0.004446098231996598,0.0
