date,rank_ic,ic,top_bottom_spread,top_return,signal_coverage
2020-01-02,0.6000000000000001,0.100183959551155,0.0019715533894486548,0.003600278530215828,0.0
2020-01-03,0.19999999999999998,0.9649923305159649,0.034453844093289554,0.035219493408765845,1.0
2020-01-06,0.7999999999999999,0.8910150383106,0.004974191604284917,-0.0013087371759412658,0.75
2020-01-07,1.0,0.9980673535857496,0.02170293258500222,0.023752171307235947,0.0
2020-01-08,0.39999999999999997,0.6234860588056867,0.010100058596561934,0.009241467583764651,1.0
2020-01-09,0.7999999999999999,0.9364115137341706,0.0032795200281314774,0.008087488822632993,0.75
2020-01-10,0.39999999999999997,0.45115488604949694,0.00219792318570744,0.0011734467473629717,0.5
2020-01-13,0.39999999999999997,0.9690734886519102,0.027701145467650123,0.030015114888974237,0.0
2020-01-14,0.39999999999999997,0.9859410287334324,0.03698315980006961,0.03842595655985814,0.0
2020-01-15,1.0,0.9686595275866395,0.018191712545778005,0.003327614522501854,0.5
2020-01-16,0.7999999999999999,0.91948358050735,0.05490386176032047,0.002569055883951732,0.0
2020-01-17,0.7999999999999999,0.9409678228956172,0.019987929823800155,0.006179867508030901,0.5
2020-01-21,0.7999999999999999,0.9965851574950083,0.04351923425851001,0.041850713923977545,0.25
2020-01-22,1.0,0.9977645523293833,0.04007422269823868,0.04228329704167866,0.25
2020-01-23,0.39999999999999997,-0.15607754474269467,0.00047710562779634813,0.005099972946887021,0.5
2020-01-24,-0.19999999999999998,0.2766665568026121,-0.000737471269478096,0.0025679344628892764,0.5
2020-01-27,0.39999999999999997,-0.3365881579369009,0.0023480894370918604,-0.006111056106222534,0.5
2020-01-28,-0.19999999999999998,-0.7232056417380658,-0.00694862982943123,0.0069919401746028065,0.25
2020-01-29,0.7999999999999999,0.46933901401564787,0.010017749495418116,0.010947365057763614,0.5
2020-01-30,0.7999999999999999,0.9473598407999022,0.10023734256454009,0.09544066550912633,0.0
2020-01-31,0.7999999999999999,0.6804146210537391,0.007813678885745357,0.0008111278501199415,0.0
2020-02-03,1.0,0.8896686716035366,0.052371170080050655,0.03050277823424441,0.75
2020-02-04,0.7999999999999999,0.9843494151859018,0.15095983380207967,0.11981308725813,0.0
2020-02-05,0.39999999999999997,0.9497871666755512,0.08656932565178177,0.004891297596751443,0.0
2020-02-06,-0.19999999999999998,-0.9159420468087388,-0.05082328191993746,-0.05049361958784626,0.0
2020-02-07,0.7999999999999999,0.6663880430985953,0.020333080894616606,-0.0007743924656863355,0.5
2020-02-10,1.0,0.9983907259880198,0.08769815130740677,0.07233852719418354,0.75
2020-02-11,0.19999999999999998,0.07416512420338571,0.006284088805696864,-0.001366485348654356,0.0
2020-02-12,0.0,0.26399035407683247,0.0013127498672900195,0.0011367792141545596,0.75
2020-02-13,-0.19999999999999998,-0.9890208529668109,-0.02396938871495502,-0.028545283577219638,0.25
